100000 2700
80740 32160 514
80741 78949 131
80742 78978 318
80743 52629 197
80744 39648 436
80745 4053 728
80746 50491 383
80747 78372 513
80748 55493 12
80749 74622 605
80750 32427 130
80751 5523 575
80752 6219 424
80753 57269 363
80754 55363 326
80755 59083 337
80756 38883 535
80757 56366 291
80758 57571 539
80759 76524 752
80760 32224 133
80761 44910 942
80762 49555 197
80763 9302 586
80764 36017 474
80765 47991 933
80766 26721 666
80767 40612 325
80768 50185 385
80769 76814 233
80770 57659 171
80771 76465 572
80772 79497 485
80773 52651 824
80774 48139 935
80775 79700 658
80776 20360 397
80777 15785 2
80778 29946 188
80779 10918 868
80780 44432 502
80781 42858 926
80782 37945 752
80783 6700 626
80784 55323 573
80785 24223 731
80786 34859 457
80787 739 931
80788 16388 204
80789 19042 301
80790 64429 523
80791 9574 211
80792 50161 767
80793 31690 604
80794 40646 459
80795 11870 722
80796 29306 667
80797 38449 652
80798 68850 75
80799 70442 156
80800 16027 121
80801 27887 411
80802 11125 156
80803 73891 898
80804 41750 725
80805 26827 812
80806 26682 3
80807 71724 366
80808 53736 974
80809 79954 734
80810 75649 785
80811 6618 443
80812 1337 434
80813 64987 658
80814 32355 868
80815 52059 883
80816 43431 210
80817 2518 380
80818 27799 350
80819 25740 21
80820 18393 346
80821 58229 179
80822 71409 62
80823 12147 204
80824 74028 648
80825 1771 383
80826 32050 89
80827 32339 318
80828 43319 312
80829 4859 713
80830 53291 258
80831 61720 864
80832 69292 580
80833 43822 975
80834 22451 694
80835 51902 655
80836 76933 362
80837 54249 773
80838 25822 497
80839 18635 48
80840 5338 172
80841 64482 134
80842 79794 579
80843 5385 280
80844 40028 430
80845 36860 56
80846 71802 643
80847 9291 743
80848 45622 919
80849 24881 907
80850 57180 31
80851 14141 322
80852 18302 551
80853 41144 210
80854 9703 715
80855 4976 58
80856 68869 637
80857 73926 28
80858 49912 500
80859 8215 341
80860 25936 969
80861 51336 162
80862 60742 302
80863 17169 128
80864 80703 796
80865 813 572
80866 70476 204
80867 45274 827
80868 58632 337
80869 76964 544
80870 46010 487
80871 21426 669
80872 66926 469
80873 22036 664
80874 66106 606
80875 11169 968
80876 44791 308
80877 67039 66
80878 22252 547
80879 32505 682
80880 77177 176
80881 33672 392
80882 25070 181
80883 76430 912
80884 67898 984
80885 60947 229
80886 55741 287
80887 16344 44
80888 10184 693
80889 77366 594
80890 39871 634
80891 17168 176
80892 56070 381
80893 60560 990
80894 67776 171
80895 55245 782
80896 45621 816
80897 40229 732
80898 1510 667
80899 50013 410
80900 42876 708
80901 51061 601
80902 51198 387
80903 67910 89
80904 67357 154
80905 72489 990
80906 1331 162
80907 51951 836
80908 35912 289
80909 39992 634
80910 44514 414
80911 51544 596
80912 14830 586
80913 32095 894
80914 46756 448
80915 43612 775
80916 37482 660
80917 70625 529
80918 51870 756
80919 42680 593
80920 57396 202
80921 35036 271
80922 40384 152
80923 73691 884
80924 78441 738
80925 50142 378
80926 58719 16
80927 22196 494
80928 79978 914
80929 75280 508
80930 76837 426
80931 61580 0
80932 22824 888
80933 45990 541
80934 179 687
80935 23339 629
80936 13307 964
80937 13991 756
80938 41477 291
80939 66192 374
80940 21922 562
80941 27473 956
80942 46263 843
80943 46428 135
80944 79005 863
80945 23311 389
80946 69884 458
80947 1369 205
80948 27042 755
80949 27304 256
80950 44549 217
80951 52414 3
80952 49711 372
80953 62931 142
80954 31380 56
80955 35218 646
80956 45870 792
80957 31756 887
80958 73328 425
80959 61793 584
80960 6733 717
80961 38274 972
80962 80818 155
80963 20101 999
80964 41592 571
80965 8106 257
80966 2088 458
80967 27627 813
80968 35239 656
80969 38499 11
80970 22099 574
80971 23534 860
80972 48685 560
80973 44501 643
80974 53416 826
80975 6324 980
80976 10330 813
80977 48934 456
80978 20707 419
80979 74714 690
80980 22995 776
80981 45693 604
80982 77287 256
80983 46955 381
80984 45479 794
80985 26117 548
80986 46421 997
80987 55249 753
80988 45666 396
80989 77268 853
80990 45518 397
80991 22069 121
80992 40595 618
80993 23762 559
80994 35842 782
80995 56652 473
80996 15416 882
80997 49271 89
80998 11328 119
80999 63244 130
81000 48622 392
81001 77269 965
81002 10598 294
81003 32958 79
81004 61719 422
81005 47985 570
81006 63976 809
81007 60464 301
81008 37889 75
81009 1926 722
81010 22161 109
81011 32321 901
81012 61477 469
81013 35236 931
81014 8129 456
81015 45170 345
81016 29193 732
81017 31215 89
81018 47821 305
81019 16753 22
81020 31454 745
81021 77169 453
81022 29726 472
81023 2608 239
81024 11261 632
81025 10981 836
81026 52381 92
81027 53043 239
81028 68456 660
81029 58299 367
81030 59860 48
81031 39833 409
81032 47050 664
81033 2536 355
81034 30753 373
81035 59424 342
81036 21869 347
81037 58901 361
81038 43711 525
81039 2993 35
81040 4121 716
81041 14399 828
81042 11256 528
81043 15293 318
81044 58077 599
81045 34321 595
81046 56120 287
81047 31239 846
81048 57769 61
81049 35265 562
81050 49463 778
81051 4662 442
81052 64829 88
81053 16884 170
81054 72704 164
81055 51223 711
81056 16747 822
81057 16049 683
81058 20561 295
81059 44833 754
81060 23119 944
81061 16965 655
81062 60729 63
81063 52258 85
81064 11982 511
81065 30810 440
81066 70220 708
81067 23302 748
81068 33837 219
81069 44818 347
81070 28619 712
81071 60417 95
81072 40837 539
81073 62278 459
81074 62844 547
81075 77596 958
81076 30281 137
81077 77430 35
81078 75568 148
81079 50079 962
81080 65673 393
81081 78191 324
81082 62027 725
81083 48608 416
81084 27411 331
81085 74845 999
81086 29506 839
81087 53685 655
81088 52579 793
81089 37553 452
81090 54455 462
81091 62034 769
81092 55462 998
81093 14904 573
81094 11005 26
81095 61209 609
81096 15263 427
81097 73050 651
81098 61288 72
81099 35059 627
81100 22922 669
81101 71638 399
81102 18871 71
81103 26936 638
81104 25129 45
81105 31643 670
81106 16402 524
81107 21710 69
81108 25777 807
81109 78023 542
81110 71590 947
81111 54822 991
81112 61039 532
81113 3272 573
81114 70664 564
81115 64511 992
81116 21643 132
81117 2644 228
81118 49718 642
81119 52113 40
81120 21232 161
81121 69947 186
81122 11558 711
81123 24907 487
81124 43694 720
81125 2167 654
81126 66515 462
81127 39861 153
81128 57715 924
81129 21260 809
81130 36928 365
81131 53214 236
81132 36234 512
81133 25800 6
81134 71310 792
81135 14803 688
81136 22864 973
81137 51938 351
81138 67116 56
81139 77553 642
81140 42296 468
81141 14383 87
81142 62726 858
81143 79281 258
81144 43495 927
81145 13353 391
81146 36767 807
81147 40321 411
81148 77612 812
81149 51172 960
81150 52885 48
81151 67619 675
81152 73481 272
81153 68805 574
81154 34918 366
81155 73631 262
81156 33196 611
81157 42111 555
81158 23459 658
81159 69544 834
81160 39944 967
81161 28962 486
81162 66696 479
81163 8875 646
81164 77155 376
81165 20938 531
81166 37646 232
81167 49898 684
81168 66525 2
81169 5559 565
81170 68469 462
81171 13881 727
81172 10945 566
81173 18662 399
81174 22041 45
81175 44656 181
81176 7935 552
81177 69797 357
81178 44433 762
81179 36323 710
81180 66593 282
81181 43743 235
81182 3865 328
81183 58560 108
81184 69050 403
81185 72384 989
81186 79483 756
81187 41445 914
81188 5242 358
81189 34631 609
81190 30145 742
81191 74618 926
81192 21033 251
81193 61816 814
81194 40432 957
81195 10638 159
81196 20043 820
81197 39549 518
81198 16561 483
81199 17035 535
81200 10455 849
81201 65599 618
81202 48549 98
81203 9557 940
81204 32437 735
81205 75217 272
81206 15446 975
81207 62329 38
81208 53391 4
81209 79947 305
81210 20874 616
81211 38405 250
81212 49538 630
81213 5681 739
81214 26727 721
81215 11825 204
81216 47549 370
81217 63178 145
81218 68949 510
81219 80908 499
81220 12710 645
81221 20671 446
81222 80936 179
81223 33146 25
81224 16764 810
81225 57717 587
81226 66366 478
81227 12366 323
81228 70379 5
81229 15123 877
81230 67448 159
81231 44941 15
81232 3506 117
81233 8401 990
81234 60332 351
81235 43363 49
81236 26756 503
81237 9598 815
81238 648 110
81239 76336 639
81240 45953 930
81241 23430 210
81242 27937 45
81243 30841 713
81244 33278 651
81245 15387 754
81246 48940 816
81247 16061 943
81248 63972 594
81249 21010 182
81250 29621 131
81251 39013 546
81252 70542 421
81253 75845 307
81254 7077 304
81255 6287 895
81256 8086 722
81257 44634 747
81258 45059 68
81259 46000 399
81260 17068 634
81261 47136 459
81262 18350 207
81263 12135 677
81264 79774 123
81265 32938 798
81266 9403 43
81267 67904 759
81268 33913 443
81269 72363 853
81270 17818 103
81271 24053 722
81272 48718 574
81273 71966 756
81274 64566 100
81275 438 710
81276 28085 430
81277 30489 391
81278 67145 859
81279 21745 588
81280 63632 442
81281 56802 298
81282 17456 298
81283 74445 809
81284 24082 338
81285 58838 981
81286 25212 17
81287 5084 763
81288 13885 176
81289 42818 954
81290 69526 187
81291 21311 619
81292 52953 340
81293 66882 495
81294 41244 770
81295 79342 609
81296 70286 376
81297 67068 514
81298 39510 746
81299 46477 841
81300 6415 806
81301 73345 731
81302 76897 671
81303 7278 565
81304 4868 699
81305 57829 600
81306 21046 344
81307 46304 511
81308 45477 677
81309 68227 829
81310 68105 277
81311 14638 673
81312 41308 225
81313 53223 335
81314 31428 343
81315 35547 240
81316 4469 527
81317 10144 293
81318 49138 699
81319 68926 793
81320 46155 475
81321 10228 740
81322 51384 35
81323 9290 578
81324 35486 309
81325 24789 397
81326 33832 537
81327 18543 599
81328 42515 223
81329 61519 876
81330 15165 348
81331 57811 202
81332 72229 28
81333 25944 431
81334 14776 411
81335 32880 940
81336 72233 637
81337 7937 196
81338 77396 733
81339 63619 790
81340 71902 55
81341 37531 526
81342 80004 95
81343 71220 653
81344 40138 148
81345 40147 268
81346 13706 321
81347 40282 766
81348 31081 837
81349 54475 447
81350 11401 632
81351 70426 611
81352 32617 989
81353 13803 526
81354 64117 912
81355 35076 611
81356 2117 602
81357 72450 808
81358 49932 312
81359 33582 51
81360 31185 185
81361 67543 20
81362 77966 913
81363 56631 843
81364 16056 645
81365 57164 955
81366 13669 336
81367 72163 718
81368 51716 445
81369 27843 981
81370 14092 732
81371 66690 5
81372 78728 755
81373 61470 840
81374 23561 990
81375 43597 881
81376 23927 412
81377 54464 335
81378 15460 907
81379 40573 653
81380 79426 453
81381 1129 187
81382 839 232
81383 44993 805
81384 69747 274
81385 71541 834
81386 27662 367
81387 80514 982
81388 51225 946
81389 68533 962
81390 62408 566
81391 76071 585
81392 50937 347
81393 56642 128
81394 72579 287
81395 65717 25
81396 17788 773
81397 2410 629
81398 14730 393
81399 37204 594
81400 48347 836
81401 61898 87
81402 35920 250
81403 37758 849
81404 21681 416
81405 35875 197
81406 77566 16
81407 9378 371
81408 16627 738
81409 14931 560
81410 21015 614
81411 25282 781
81412 64393 442
81413 61523 638
81414 5178 644
81415 11734 597
81416 10563 422
81417 17803 198
81418 56703 812
81419 43857 517
81420 79198 936
81421 23408 280
81422 64599 584
81423 24779 821
81424 45439 352
81425 49693 213
81426 11032 631
81427 27866 53
81428 77260 817
81429 43055 413
81430 52978 111
81431 7029 978
81432 63351 173
81433 1801 299
81434 23911 758
81435 31452 599
81436 24193 992
81437 39216 76
81438 13889 868
81439 1864 649
81440 57745 599
81441 77183 819
81442 62640 433
81443 1063 546
81444 78221 952
81445 2378 798
81446 81078 993
81447 62245 558
81448 1115 278
81449 58743 493
81450 8048 719
81451 37851 111
81452 42768 547
81453 33847 967
81454 26920 435
81455 26748 235
81456 73767 15
81457 36859 759
81458 6252 784
81459 80492 504
81460 29687 80
81461 17914 760
81462 56168 29
81463 9442 851
81464 27702 447
81465 54113 106
81466 40819 236
81467 38799 670
81468 38269 502
81469 67787 127
81470 31167 262
81471 38689 267
81472 45867 61
81473 71716 364
81474 20115 837
81475 28862 540
81476 22663 603
81477 50200 913
81478 76069 866
81479 9599 606
81480 26885 373
81481 2122 981
81482 45928 729
81483 41675 292
81484 54961 173
81485 65672 411
81486 7346 419
81487 45869 905
81488 12012 884
81489 6040 896
81490 63610 105
81491 32802 503
81492 77655 487
81493 67650 764
81494 695 880
81495 58929 53
81496 49425 965
81497 65766 440
81498 9109 639
81499 20381 336
81500 53787 629
81501 24871 141
81502 35631 922
81503 31148 839
81504 45029 94
81505 68685 121
81506 41915 564
81507 59158 706
81508 68928 521
81509 32574 799
81510 6088 829
81511 24216 960
81512 14832 336
81513 23828 366
81514 75996 454
81515 39064 673
81516 67280 156
81517 76208 369
81518 70601 332
81519 15341 752
81520 37098 534
81521 23467 174
81522 44144 625
81523 36004 315
81524 8584 385
81525 22508 804
81526 56520 283
81527 45398 313
81528 76958 865
81529 48836 267
81530 3159 96
81531 46605 235
81532 73174 938
81533 45290 37
81534 48078 48
81535 21272 116
81536 55838 128
81537 6335 447
81538 38851 799
81539 5069 16
81540 65270 591
81541 75992 658
81542 78460 270
81543 63065 787
81544 77926 50
81545 43924 526
81546 58051 990
81547 53024 218
81548 41676 833
81549 7858 591
81550 25111 812
81551 62310 567
81552 11804 1
81553 49106 559
81554 48936 141
81555 23673 73
81556 10607 804
81557 27617 124
81558 35332 83
81559 55893 673
81560 53232 507
81561 3467 523
81562 17202 726
81563 61277 90
81564 59532 449
81565 57897 56
81566 80280 142
81567 66005 691
81568 25968 785
81569 18299 828
81570 66608 918
81571 50700 170
81572 72818 956
81573 6324 271
81574 44396 854
81575 61133 433
81576 79590 439
81577 62895 913
81578 20117 602
81579 19266 223
81580 79422 421
81581 15547 195
81582 49742 511
81583 72394 501
81584 68408 528
81585 59693 891
81586 60978 833
81587 64536 848
81588 46212 647
81589 79527 665
81590 47622 276
81591 78424 766
81592 66384 487
81593 31655 590
81594 72208 511
81595 29728 647
81596 29144 343
81597 4069 121
81598 42310 309
81599 6399 184
81600 339 304
81601 46473 0
81602 8206 522
81603 66026 903
81604 41777 904
81605 40500 200
81606 5893 972
81607 81363 975
81608 41611 410
81609 21093 177
81610 57990 230
81611 64763 534
81612 53342 675
81613 3779 952
81614 1347 776
81615 7766 783
81616 50533 580
81617 49431 408
81618 58152 449
81619 28477 281
81620 15985 564
81621 34569 480
81622 36047 858
81623 45083 759
81624 59058 408
81625 52288 930
81626 11311 115
81627 54888 713
81628 65110 748
81629 73255 55
81630 40649 242
81631 1942 5
81632 50639 927
81633 8089 79
81634 46618 949
81635 21771 20
81636 18461 578
81637 34642 53
81638 61415 745
81639 77909 529
81640 9880 578
81641 14531 543
81642 66149 341
81643 71488 312
81644 13985 880
81645 571 477
81646 50044 497
81647 58826 999
81648 69294 350
81649 29156 953
81650 42507 316
81651 40299 535
81652 13727 787
81653 12184 662
81654 71823 346
81655 16389 143
81656 69668 271
81657 78253 169
81658 17670 993
81659 77275 866
81660 8258 625
81661 57815 274
81662 63668 991
81663 53469 452
81664 18932 31
81665 18889 698
81666 5307 541
81667 51868 703
81668 10986 19
81669 31923 898
81670 30670 643
81671 24268 710
81672 59245 328
81673 63187 262
81674 77537 553
81675 31035 853
81676 7107 382
81677 46521 914
81678 58247 760
81679 59744 703
81680 10157 27
81681 28895 417
81682 47141 394
81683 53618 661
81684 55391 213
81685 7988 818
81686 3449 173
81687 27658 488
81688 53644 786
81689 57173 88
81690 21175 420
81691 20082 143
81692 79091 830
81693 40902 683
81694 39402 56
81695 2149 531
81696 76802 889
81697 16438 506
81698 81309 887
81699 4521 896
81700 67670 839
81701 10875 598
81702 17927 263
81703 28569 394
81704 57367 601
81705 7164 205
81706 72358 724
81707 28040 216
81708 33287 385
81709 55919 732
81710 30981 486
81711 33427 715
81712 51730 645
81713 61503 646
81714 78946 174
81715 81548 651
81716 60279 832
81717 6786 753
81718 12213 489
81719 79954 929
81720 15221 707
81721 44437 365
81722 77394 864
81723 5227 268
81724 73005 348
81725 30329 315
81726 46545 607
81727 20839 619
81728 69281 125
81729 64165 942
81730 54803 960
81731 74476 713
81732 3827 449
81733 47756 566
81734 28201 894
81735 15807 629
81736 75451 567
81737 16113 938
81738 41693 539
81739 4627 510
81740 36176 342
81741 7906 710
81742 60386 964
81743 60650 829
81744 32610 488
81745 17789 718
81746 66407 342
81747 72692 407
81748 70089 938
81749 74600 66
81750 34508 169
81751 41228 948
81752 78336 824
81753 75074 965
81754 78414 972
81755 17478 10
81756 34954 523
81757 18957 16
81758 51114 607
81759 77332 20
81760 45837 244
81761 67145 460
81762 49194 870
81763 27439 635
81764 61957 788
81765 36387 751
81766 2906 706
81767 25773 964
81768 51493 506
81769 32745 914
81770 31746 448
81771 31324 628
81772 34055 408
81773 1610 372
81774 59790 660
81775 52005 43
81776 60031 616
81777 59179 986
81778 49987 198
81779 24721 273
81780 45049 889
81781 44029 114
81782 48303 260
81783 15098 761
81784 66504 31
81785 69182 241
81786 40011 483
81787 12276 944
81788 1397 639
81789 24279 245
81790 13158 432
81791 50829 337
81792 2228 496
81793 10546 387
81794 6329 650
81795 19797 747
81796 74525 666
81797 66912 466
81798 28582 666
81799 36113 217
81800 80526 649
81801 12521 273
81802 73128 397
81803 76382 467
81804 62653 297
81805 13560 214
81806 2803 910
81807 45575 491
81808 19934 440
81809 44832 738
81810 65819 745
81811 22540 242
81812 34903 468
81813 76214 630
81814 9382 419
81815 61563 905
81816 36026 604
81817 81076 657
81818 8338 559
81819 70451 684
81820 58928 613
81821 35371 946
81822 68773 744
81823 40750 615
81824 3157 887
81825 39837 122
81826 39359 684
81827 79218 733
81828 81797 839
81829 1746 635
81830 12291 456
81831 49486 838
81832 3548 445
81833 15035 769
81834 68431 626
81835 2481 152
81836 29194 86
81837 18445 185
81838 5847 513
81839 16973 700
81840 62303 467
81841 50634 688
81842 77594 61
81843 10274 136
81844 1755 836
81845 74264 818
81846 27078 400
81847 33694 313
81848 80556 273
81849 53155 866
81850 22440 572
81851 50501 325
81852 75601 961
81853 70232 281
81854 81271 567
81855 43173 800
81856 49722 23
81857 8556 57
81858 38825 37
81859 18672 506
81860 61487 292
81861 64085 896
81862 74519 718
81863 60331 574
81864 10953 795
81865 25083 117
81866 45938 783
81867 69238 472
81868 39871 14
81869 30431 320
81870 49147 268
81871 17715 48
81872 23821 995
81873 73514 366
81874 15544 496
81875 2267 438
81876 6372 57
81877 19094 462
81878 22116 755
81879 22859 783
81880 79037 700
81881 7441 724
81882 55012 70
81883 16877 49
81884 46535 683
81885 21782 85
81886 42581 676
81887 1051 538
81888 75726 859
81889 60314 586
81890 26665 350
81891 79312 570
81892 56932 63
81893 24876 483
81894 32894 211
81895 35991 240
81896 58304 539
81897 489 24
81898 39026 438
81899 5399 80
81900 45037 580
81901 78393 430
81902 73748 482
81903 60208 900
81904 47055 108
81905 48635 693
81906 1405 605
81907 48514 25
81908 26170 602
81909 20294 847
81910 71700 3
81911 50878 100
81912 47421 562
81913 49401 891
81914 54179 553
81915 47313 708
81916 80391 255
81917 69921 208
81918 30263 499
81919 47065 827
81920 56146 675
81921 80530 427
81922 72069 339
81923 47409 589
81924 54815 526
81925 19788 646
81926 18563 139
81927 66892 892
81928 6095 163
81929 53000 337
81930 12025 143
81931 27563 747
81932 34572 127
81933 7734 597
81934 25848 933
81935 25567 160
81936 61678 700
81937 39042 814
81938 19768 489
81939 25179 298
81940 2864 574
81941 20680 843
81942 78870 36
81943 79313 73
81944 48519 31
81945 8290 325
81946 5610 694
81947 42062 905
81948 80899 373
81949 13352 314
81950 72151 126
81951 63017 564
81952 29738 622
81953 75836 569
81954 78178 531
81955 72281 107
81956 16335 56
81957 34078 510
81958 48510 12
81959 63979 407
81960 24184 129
81961 36522 543
81962 51761 74
81963 24505 197
81964 29402 73
81965 37432 313
81966 57301 112
81967 73880 528
81968 18231 848
81969 17975 816
81970 8098 157
81971 33342 808
81972 6608 543
81973 80295 565
81974 59544 60
81975 11604 45
81976 59929 699
81977 33482 404
81978 333 475
81979 22424 379
81980 29593 623
81981 282 527
81982 78953 214
81983 49052 499
81984 57925 775
81985 61925 707
81986 4970 427
81987 77837 867
81988 55282 66
81989 1890 346
81990 68297 621
81991 18012 566
81992 21116 557
81993 19866 215
81994 28394 337
81995 38095 58
81996 34267 83
81997 35065 723
81998 77870 358
81999 77885 6
82000 64469 697
82001 37480 738
82002 60262 216
82003 67472 237
82004 21782 350
82005 12501 967
82006 13301 589
82007 68351 81
82008 50462 576
82009 34838 768
82010 76677 656
82011 9103 201
82012 34057 624
82013 69663 574
82014 34646 250
82015 73165 58
82016 32752 13
82017 52477 727
82018 61526 687
82019 42905 16
82020 72699 916
82021 42089 561
82022 65861 469
82023 7144 435
82024 55229 822
82025 4982 869
82026 14225 626
82027 55526 10
82028 78524 472
82029 15130 46
82030 46849 243
82031 37538 153
82032 36171 242
82033 76523 76
82034 67774 752
82035 31672 926
82036 73662 662
82037 74612 677
82038 17743 332
82039 30420 300
82040 57197 118
82041 73776 298
82042 33174 569
82043 38022 410
82044 51578 717
82045 41227 587
82046 67685 708
82047 5265 632
82048 63646 30
82049 41498 849
82050 45661 40
82051 73519 301
82052 35863 316
82053 60601 386
82054 66932 851
82055 23067 538
82056 13880 317
82057 55869 133
82058 42357 768
82059 62404 304
82060 24034 773
82061 78383 470
82062 1376 41
82063 32811 416
82064 23933 467
82065 23223 839
82066 38680 235
82067 63708 865
82068 76387 830
82069 29684 585
82070 46741 636
82071 55382 614
82072 7018 495
82073 77578 469
82074 63687 164
82075 5179 187
82076 63398 944
82077 62400 209
82078 57007 657
82079 18157 775
82080 18458 615
82081 59734 799
82082 2281 792
82083 43688 259
82084 66900 81
82085 2713 910
82086 12407 299
82087 26867 15
82088 13425 825
82089 35318 869
82090 19352 740
82091 17646 655
82092 57800 516
82093 24193 187
82094 23511 856
82095 6875 121
82096 55464 190
82097 27917 796
82098 67240 851
82099 34097 2
82100 62841 291
82101 55792 611
82102 21164 747
82103 38603 34
82104 62546 52
82105 31087 113
82106 47547 702
82107 33675 490
82108 23194 467
82109 31364 138
82110 18031 547
82111 10949 742
82112 81998 790
82113 77768 139
82114 32739 414
82115 4818 627
82116 26773 398
82117 55735 493
82118 73356 651
82119 80196 346
82120 79957 34
82121 56602 584
82122 16697 945
82123 47434 458
82124 77598 546
82125 153 655
82126 49137 512
82127 53769 530
82128 81752 939
82129 32976 51
82130 6535 41
82131 48861 309
82132 55335 745
82133 21386 611
82134 3440 8
82135 47585 579
82136 42543 660
82137 15196 222
82138 45625 272
82139 72869 249
82140 78145 425
82141 34973 510
82142 81098 736
82143 69790 940
82144 16001 658
82145 3208 573
82146 79232 71
82147 3711 161
82148 70597 284
82149 70065 985
82150 44602 11
82151 16049 963
82152 27804 448
82153 14211 195
82154 54664 99
82155 66446 169
82156 12232 577
82157 37298 896
82158 4495 953
82159 74651 464
82160 17834 317
82161 67464 286
82162 50956 104
82163 15599 374
82164 12542 593
82165 25101 922
82166 46817 952
82167 36375 319
82168 43666 605
82169 51547 555
82170 63672 652
82171 40534 359
82172 62104 672
82173 59176 667
82174 15890 364
82175 3415 17
82176 71137 886
82177 79180 684
82178 15008 326
82179 32957 482
82180 75894 762
82181 28634 63
82182 31535 549
82183 37912 699
82184 35061 90
82185 55516 78
82186 23853 179
82187 26449 131
82188 75885 428
82189 3827 723
82190 64253 217
82191 45694 41
82192 74984 930
82193 58098 547
82194 48303 8
82195 711 671
82196 53256 978
82197 46085 70
82198 53631 657
82199 29265 549
82200 81679 236
82201 15802 88
82202 77909 171
82203 19007 932
82204 59050 945
82205 24467 905
82206 46676 24
82207 55685 227
82208 18157 276
82209 76682 800
82210 42264 317
82211 16140 242
82212 77960 96
82213 67796 194
82214 81335 814
82215 15045 124
82216 2243 985
82217 44311 788
82218 73879 108
82219 69837 22
82220 20749 543
82221 14383 561
82222 20601 282
82223 35367 194
82224 25237 270
82225 5539 350
82226 43838 92
82227 41309 767
82228 830 90
82229 2734 162
82230 11909 664
82231 65776 610
82232 18334 665
82233 8984 249
82234 23413 890
82235 5911 358
82236 2042 711
82237 68159 47
82238 1397 124
82239 20052 867
82240 31784 694
82241 63774 619
82242 79005 150
82243 3008 822
82244 28598 903
82245 757 33
82246 45499 406
82247 9448 854
82248 70479 14
82249 70311 126
82250 48541 640
82251 15057 799
82252 25140 588
82253 37724 160
82254 20340 894
82255 31044 367
82256 56964 898
82257 49018 466
82258 56140 561
82259 72366 641
82260 17798 376
82261 13159 707
82262 75818 598
82263 33550 496
82264 28940 317
82265 76176 673
82266 32557 37
82267 52304 353
82268 709 703
82269 73521 820
82270 24427 202
82271 20884 978
82272 11292 503
82273 47358 232
82274 49896 533
82275 36892 480
82276 28751 359
82277 45252 789
82278 33920 680
82279 67527 388
82280 81682 689
82281 74216 156
82282 80586 563
82283 19380 341
82284 47049 262
82285 75398 368
82286 73035 796
82287 6624 32
82288 70158 663
82289 30908 204
82290 3401 232
82291 46495 557
82292 36550 745
82293 76863 466
82294 48817 44
82295 73593 994
82296 1208 649
82297 34980 20
82298 27378 206
82299 14811 321
82300 73857 225
82301 37193 357
82302 29104 64
82303 47817 130
82304 7168 631
82305 13731 660
82306 77108 475
82307 50653 5
82308 13078 342
82309 7420 595
82310 40722 991
82311 17117 742
82312 10011 183
82313 68563 125
82314 5038 671
82315 58558 536
82316 14889 883
82317 78854 734
82318 30872 985
82319 74374 621
82320 6705 447
82321 30283 686
82322 6695 196
82323 38655 128
82324 31858 153
82325 66407 948
82326 9110 200
82327 49389 3
82328 1934 360
82329 33475 339
82330 73532 138
82331 26363 610
82332 427 227
82333 32017 35
82334 73683 543
82335 2625 678
82336 46843 297
82337 61288 387
82338 2161 51
82339 3806 263
82340 9468 745
82341 12105 895
82342 8946 34
82343 73548 612
82344 50268 472
82345 53499 443
82346 44315 681
82347 35821 195
82348 26085 978
82349 42922 326
82350 63475 308
82351 53013 804
82352 25632 150
82353 61319 2
82354 34776 235
82355 59 924
82356 10620 386
82357 30919 584
82358 29980 706
82359 52543 960
82360 60458 843
82361 13702 610
82362 80282 940
82363 10014 540
82364 75668 477
82365 45868 435
82366 69884 486
82367 72425 14
82368 61217 265
82369 33235 379
82370 66142 317
82371 45299 958
82372 68328 599
82373 23789 25
82374 60398 415
82375 49949 856
82376 9028 443
82377 51674 897
82378 78267 306
82379 78946 606
82380 37587 40
82381 31765 475
82382 45558 761
82383 42826 592
82384 82103 648
82385 81117 786
82386 82380 834
82387 74998 780
82388 67836 513
82389 13277 24
82390 26093 154
82391 36549 456
82392 9107 676
82393 16636 231
82394 80978 428
82395 32888 315
82396 1769 625
82397 46210 57
82398 43255 439
82399 73791 48
82400 42197 518
82401 13308 514
82402 38580 80
82403 69086 561
82404 50965 848
82405 57891 798
82406 11664 833
82407 52738 846
82408 39869 365
82409 41738 776
82410 60304 947
82411 58148 281
82412 74227 462
82413 76126 230
82414 3121 416
82415 45149 892
82416 24376 241
82417 18917 620
82418 41955 400
82419 14192 10
82420 11623 538
82421 12704 940
82422 31968 382
82423 59907 414
82424 22381 782
82425 52552 866
82426 8998 353
82427 77676 913
82428 68391 407
82429 59318 819
82430 23036 352
82431 67567 487
82432 43859 492
82433 31013 881
82434 6389 550
82435 49145 891
82436 72119 908
82437 38147 817
82438 63257 749
82439 41984 832
82440 75176 858
82441 41864 172
82442 46239 287
82443 9217 330
82444 62821 232
82445 75880 370
82446 50165 462
82447 72039 855
82448 5602 997
82449 46302 237
82450 29560 923
82451 82413 320
82452 56646 357
82453 50611 331
82454 11150 687
82455 57365 490
82456 44556 299
82457 76343 157
82458 72995 465
82459 849 181
82460 38868 860
82461 62273 719
82462 28636 414
82463 70272 837
82464 15625 431
82465 29109 884
82466 6208 885
82467 75936 105
82468 28218 905
82469 78295 692
82470 35886 136
82471 10103 823
82472 25689 404
82473 80412 977
82474 33087 15
82475 81672 525
82476 16119 413
82477 46731 870
82478 31150 796
82479 30754 898
82480 55606 293
82481 54847 988
82482 19042 273
82483 22813 808
82484 26887 440
82485 73051 784
82486 58689 839
82487 13937 305
82488 70709 922
82489 75155 698
82490 9308 879
